Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.122-196.200.160.123-50239-123-17,192.168.0.122,50239,196.200.160.123,123,17,13/05/2025 12:46:55 PM,32234,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2978.2217534280576,62.0462865297512,32234.0,0.0,32234.0,32234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,31.0231432648756,31.0231432648756,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0,0,0,0,0,0,0,0,No Label
192.168.0.122-192.168.0.138-51272-22-6,192.168.0.122,51272,192.168.0.138,22,6,13/05/2025 12:46:54 PM,4094933,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.221021198637438,1023733.25,3864.951347257399,1028244.0,1018814.0,4094933.0,1023733.25,3864.951347257399,1028244.0,1018814.0,0,0,0,0,0,0,0,0,0,200,0,1.221021198637438,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,40,0,0,0,0,1.747154816472669E15,1023533.6120856022,1.747154817497972E15,1.747154815450914E15,No Label
192.168.1.112-239.255.255.250-24234-1900-17,192.168.1.112,24234,239.255.255.250,1900,17,13/05/2025 12:46:53 PM,10240678,18,0,5490.0,0.0,337.0,270.0,305.0,27.93900920387332,0,0,0,0,536.0973169940505,1.757696121291969,602392.8235294119,1530102.3294712692,5834848.0,0.0,1.0240678E7,602392.8235294119,1530102.3294712692,5834848.0,0.0,0,0,0,0,0,0,0,0,0,144,0,1.757696121291969,0.0,270.0,337.0,303.2105263157895,28.250032344855466,798.0643274853801,0,0,0,0,0,0,0,0,0.0,320.05555555555554,305.0,0.0,0,0,0,0,4,13591,1,305,0,0,0,0,17,8,0,0,0,0,1.7471548200572072E15,3644763.090077178,1.747154823536718E15,1.747154813296041E15,No Label
192.168.0.138-104.18.32.47-60178-443-6,192.168.0.138,60178,104.18.32.47,443,6,13/05/2025 12:46:47 PM,1,2,0,5579.0,0.0,4119.0,1460.0,2789.5,1880.19693117503,0,0,0,0,5.579E9,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,40,0,2000000.0,0.0,1460.0,4119.0,2346.3333333333335,1535.174365775215,2356760.3333333335,0,0,0,1,2,0,0,0,0.0,3519.5,2789.5,0.0,0,0,0,0,0,0,1,2789,0,0,254,0,1,20,0,0,0,0,0,0,0,0,No Label
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,13/05/2025 12:46:47 PM,18220173,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.646526627381639,628281.8275862068,356576.371882365,1033715.0,85655.0,1.8220173E7,628281.8275862068,356576.371882365,1033715.0,85655.0,0,0,0,0,0,0,0,0,0,0,0,1.646526627381639,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.747154815044368E15,4929124.4977501575,1.747154824658663E15,1.747154807773551E15,No Label
192.168.0.105-224.0.0.251-5353-5353-17,192.168.0.105,5353,224.0.0.251,5353,17,13/05/2025 12:46:53 PM,7777066,8,0,2806.0,0.0,549.0,61.0,350.75,215.667568261897,0,0,0,0,360.8044473327088,1.0286655661659552,1111009.4285714286,1432735.7361168475,3991872.0,103830.0,7777066.0,1111009.4285714286,1432735.7361168475,3991872.0,103830.0,0,0,0,0,0,0,0,0,0,64,0,1.0286655661659552,0.0,61.0,549.0,332.1111111111111,209.34447953340234,43825.11111111111,0,0,0,0,0,0,0,0,0.0,373.625,350.75,0.0,0,0,0,0,5,1422,1,350,0,0,0,0,7,8,0,0,0,0,1.7471548157540402E15,2128313.304649038,1.747154819643779E15,1.747154814119511E15,No Label
192.168.0.138-172.64.155.209-60181-443-6,192.168.0.138,60181,172.64.155.209,443,6,13/05/2025 12:46:50 PM,0,2,0,5183.0,0.0,3723.0,1460.0,2591.5,1600.1826458251571,0,0,0,0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,0,0.0,0.0,1460.0,3723.0,2214.3333333333335,1306.5436591761231,1707056.3333333335,0,0,0,1,2,0,0,0,0.0,3321.5,2591.5,0.0,0,0,0,0,0,0,1,2591,0,0,250,0,1,20,0,0,0,0,0,0,0,0,No Label
192.168.0.138-142.250.203.238-60165-443-6,192.168.0.138,60165,142.250.203.238,443,6,13/05/2025 12:46:56 PM,1,2,0,2800.0,0.0,1460.0,1340.0,1400.0,84.8528137423857,0,0,0,0,2.8E9,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,40,0,2000000.0,0.0,1340.0,1460.0,1420.0,69.2820323027551,4800.0,0,0,0,1,2,0,0,0,0.0,2130.0,1400.0,0.0,0,0,0,0,0,0,1,1400,0,0,2042,0,1,20,0,0,0,0,0,0,0,0,No Label
